State,County,MCO Name,Service Category,Number of Active Patients,Number of Eligible MCO Patients,Number of Providers,Percent Of Eligible Patients Receiving Services,Number of Services per Active Patient,Number of Active Patients per Provider,Calendar Year,Plan Category
Michigan,Allegan,Upper Peninsula Hp,Behavioral Health,*,*,1,0,,*,2023,Comprehensive MCO
Michigan,Allegan,United Healthcare,Behavioral Health,96,"1,467",244,0.065439673,8.375,1:03,2023,Comprehensive MCO
Michigan,Allegan,Southwest Mi Behavioral Health,Behavioral Health,120,700,10,0.171428571,32.35833333,12:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,"Senior Services, Inc.",Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Allegan,Senior Resources Of West Michigan,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Allegan,Reliance Community Care Partners,Behavioral Health,0,50,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Allegan,Region 3b Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Allegan,Region 10,Behavioral Health,*,*,0,0.071428571,23,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Priority Health,Behavioral Health,"1,034","8,701",483,0.118836915,11.55319149,3:01,2023,Comprehensive MCO
Michigan,Allegan,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,16,106,17,0.150943396,13.75,1:02,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Oakland County Cmh Authority,Behavioral Health,*,*,0,0,,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Northern Michigan Regional Entity,Behavioral Health,0,22,8,0,,0,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Northern Hp Corp,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Allegan,Northcare Network,Behavioral Health,*,*,3,0.166666667,40,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Molina,Behavioral Health,66,"1,174",265,0.056218058,10.07575758,1:05,2023,Comprehensive MCO
Michigan,Allegan,Meridian,Behavioral Health,413,"4,051",337,0.101950136,10.75302663,2:01,2023,Comprehensive MCO
Michigan,Allegan,Mclaren Hp,Behavioral Health,49,970,192,0.050515464,13.89795918,1:04,2023,Comprehensive MCO
Michigan,Allegan,Macomb County Cmh Services,Behavioral Health,*,*,4,0.272727273,89,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Lakeshore Regional Entity,Behavioral Health,"1,351","23,244",135,0.058122526,31.84603997,11:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Hap Midwest Hp,Behavioral Health,*,*,9,0,,*,2023,Comprehensive MCO
Michigan,Allegan,Detroit Wayne Behavioral Health Authority,Behavioral Health,*,*,1,0.25,1.5,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,5,0.090909091,5,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Bcbs,Behavioral Health,102,"1,432",280,0.07122905,12.01960784,1:03,2023,Comprehensive MCO
Michigan,Allegan,Area Agency On Aging 1-B,Behavioral Health,0,73,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Allegan,Aetna Better Health,Behavioral Health,*,*,24,0,,*,2023,Comprehensive MCO
Michigan,Allegan,Upper Peninsula Hp,Behavioral Health,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Allegan,United Healthcare,Behavioral Health,157,"2,072",263,0.075772201,7.522292994,1:02,2024,Comprehensive MCO
Michigan,Allegan,Southwest Mi Behavioral Health,Behavioral Health,229,"1,187",11,0.192923336,26.5371179,21:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Senior Resources Of West Michigan,Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Allegan,Reliance Community Care Partners,Behavioral Health,0,58,0,0,,0,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Allegan,Region 3b Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Allegan,Region 10,Behavioral Health,*,*,0,0.1,9,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Priority Health,Behavioral Health,"1,302","11,276",484,0.115466477,12.25268817,3:01,2024,Comprehensive MCO
Michigan,Allegan,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,34,185,15,0.183783784,13.97058824,3:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Oakland County Cmh Authority,Behavioral Health,*,*,0,0.375,37.66666667,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Northern Michigan Regional Entity,Behavioral Health,*,*,7,0.173913043,12,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Northcare Network,Behavioral Health,*,*,4,0.071428571,24,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Molina,Behavioral Health,116,"1,515",228,0.076567657,11.01724138,1:02,2024,Comprehensive MCO
Michigan,Allegan,Meridian,Behavioral Health,353,"4,493",286,0.078566659,9.577903683,2:01,2024,Comprehensive MCO
Michigan,Allegan,Mclaren Hp,Behavioral Health,79,"1,219",180,0.064807219,10.59493671,1:03,2024,Comprehensive MCO
Michigan,Allegan,Macomb County Cmh Services,Behavioral Health,*,*,6,0.714285714,101.4,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Lakeshore Regional Entity,Behavioral Health,"2,176","28,106",127,0.077421191,42.02113971,18:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Hap Midwest Hp,Behavioral Health,*,*,17,0,,*,2024,Comprehensive MCO
Michigan,Allegan,Detroit Wayne Behavioral Health Authority,Behavioral Health,*,*,2,0.086956522,3,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,6,0.153846154,8,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Allegan,Bcbs,Behavioral Health,153,"2,106",287,0.072649573,10.04575163,1:02,2024,Comprehensive MCO
Michigan,Allegan,Area Agency On Aging 1-B,Behavioral Health,0,95,0,0,,0,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Allegan,Aetna Better Health,Behavioral Health,*,*,15,0,,*,2024,Comprehensive MCO
Michigan,Alpena,Priority Health,Behavioral Health,0,0,2,,,0,2020,Comprehensive MCO
Michigan,Alpena,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,*,*,12,0.176470588,2,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Alpena,Oakland County Cmh Authority,Behavioral Health,*,*,2,0.25,74,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Alpena,Northern Michigan Regional Entity,Behavioral Health,*,*,47,0.107607951,47.62208068,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Alpena,Northern Michigan Regional Entity,Behavioral Health,*,*,0,0,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Alpena,Northcare Network,Behavioral Health,*,*,4,0.375,4,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Alpena,Molina,Behavioral Health,18,395,38,0.04556962,7.055555556,1:03,2020,Comprehensive MCO
Michigan,Alpena,Meridian,Behavioral Health,123,"1,781",60,0.069062325,8.756097561,3:01,2020,Comprehensive MCO
Michigan,Alpena,Mclaren Hp,Behavioral Health,60,892,41,0.067264574,9.15,2:01,2020,Comprehensive MCO
Michigan,Alpena,Macomb County Cmh Services,Behavioral Health,*,*,4,0,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Alpena,Lakeshore Regional Entity,Behavioral Health,*,*,0,0,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Alpena,Detroit Wayne Behavioral Health Authority,Behavioral Health,*,*,3,0,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Alpena,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,1,0,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Alpena,Bcbs,Behavioral Health,*,*,6,0,,*,2020,Comprehensive MCO
Michigan,Alpena,Aetna Better Health,Behavioral Health,*,*,3,0,,*,2020,Comprehensive MCO
Michigan,Alpena,United Healthcare,Behavioral Health,*,*,15,0.025751073,2.166666667,*,2020,Comprehensive MCO
